,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Clusters,Total_Promos,Clusters_scal
1874,0,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,231,70,39,0,1,2,1,3,0,2
1875,2,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,157,35,43,0,0,1,0,1,0,0
1876,1,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,842,63,835,0,0,1,0,2,0,1
1877,0,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,319,64,1515,1,0,2,0,2,1,1
1878,1,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,655,71,1039,1,1,3,1,0,0,2
1879,0,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,509,47,1596,0,1,2,1,0,0,2
1880,1,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,782,38,1828,1,0,2,0,2,0,1
1881,1,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,220,53,34,1,1,3,1,1,1,0
1882,1,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,232,54,149,0,1,2,1,3,0,2
1883,1,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,566,53,946,0,1,2,1,0,1,2
1884,1,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,201,37,28,0,0,1,0,1,0,0
1885,0,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,1000,38,450,0,1,2,1,0,0,0
1886,1,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,321,65,46,1,2,4,1,3,0,0
1887,1,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,513,51,1702,0,0,1,0,2,1,1
1888,0,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,453,47,820,1,2,4,1,0,0,0
1889,0,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,648,40,382,1,1,3,1,1,1,0
1890,1,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,827,34,2126,1,0,2,0,2,0,1
1891,1,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,304,33,2069,1,0,2,0,2,3,1
1892,0,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,678,37,72,1,1,3,1,1,0,0
1893,0,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,275,54,732,0,1,2,1,0,2,2
1894,0,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,194,48,801,0,0,1,0,2,0,1
1895,0,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,412,73,236,0,1,2,1,3,0,2
1896,2,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,818,44,80,1,1,3,1,1,1,0
1897,1,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,250,68,1685,0,0,1,0,2,1,1
1898,1,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,192,77,277,0,0,1,0,2,0,2
1899,1,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,541,72,507,1,1,3,1,0,0,2
1900,1,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,651,58,68,1,2,4,1,3,0,0
1901,0,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,237,39,49,0,0,1,0,1,0,0
1902,1,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,263,35,397,1,0,2,0,1,0,0
1903,0,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,408,51,39,0,1,2,1,1,0,0
1904,0,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,315,54,306,1,1,3,1,3,1,2
1905,0,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,396,68,976,1,0,2,0,2,0,1
1906,1,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,545,51,1028,1,1,3,1,0,0,2
1907,0,33235.0,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,218,36,70,1,1,3,1,1,0,0
1908,0,35701.0,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,627,63,46,1,0,2,0,1,0,0
1909,1,31535.0,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,436,42,51,1,1,3,1,1,1,0
1910,2,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,230,62,1263,1,0,2,0,2,0,1
1911,0,67384.0,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,786,52,1490,0,1,2,1,0,1,2
1912,1,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,783,51,1564,1,0,2,0,2,0,1
1913,0,77870.0,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,836,55,1815,1,1,3,1,0,2,2
1914,1,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,680,59,1198,0,1,2,1,0,0,2
1915,0,57107.0,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,834,54,416,0,1,2,1,0,2,2
1916,0,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,658,32,85,1,0,2,0,1,0,0
1917,1,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,554,41,47,0,1,2,1,1,0,0
1918,0,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,654,46,137,0,0,1,0,1,0,0
1919,1,34230.0,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,710,57,21,1,2,4,1,3,0,0
1920,2,31878.0,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,167,45,70,0,1,2,1,3,0,2
1921,2,70932.0,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,321,50,909,1,1,3,1,0,0,2
1922,0,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,777,66,1676,0,0,1,0,2,4,1
1923,1,77598.0,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,695,79,1735,0,0,1,0,2,1,1
1924,0,80982.0,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,492,63,1191,0,2,3,1,0,0,2
1925,1,22701.0,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,576,45,24,1,1,3,1,1,0,0
1926,1,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,743,53,1182,1,1,3,1,0,2,2
1927,0,70617.0,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,531,52,1280,1,0,2,0,2,0,1
1928,0,64849.0,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,753,65,1336,0,0,1,0,2,0,1
1929,1,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,537,57,749,1,2,4,1,0,0,0
1930,1,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,381,48,91,1,2,4,1,3,0,0
1931,1,67472.0,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,434,75,414,1,1,3,1,0,0,2
1932,1,21059.0,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,158,40,44,1,1,3,1,1,0,0
1933,1,29543.0,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,336,54,63,1,2,4,1,3,0,0
1934,0,75903.0,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,489,71,901,1,1,3,1,0,0,2
1935,2,34984.0,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,910,47,38,1,2,4,1,3,0,0
1936,1,54998.0,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,429,66,455,0,1,2,1,0,0,2
1937,1,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,747,73,775,0,1,2,1,0,0,2
1938,1,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,258,63,15,1,1,3,1,3,0,2
1939,0,25410.0,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,462,49,38,1,1,3,1,1,0,0
1940,1,73356.0,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,187,38,1512,1,0,2,0,2,3,1
1941,0,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,691,72,43,1,1,3,1,3,0,2
1942,0,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,881,45,42,0,1,2,1,1,0,0
1943,0,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,225,38,1089,1,0,2,0,2,0,1
1944,1,34529.0,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,813,46,162,1,1,3,1,1,0,0
1945,0,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,552,71,1272,0,0,1,0,2,0,1
1946,0,63211.0,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,1029,40,1173,1,0,2,0,2,0,1
1947,1,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,169,48,816,1,1,3,1,0,0,2
1948,0,36065.0,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,615,54,74,0,2,3,1,3,0,0
1949,0,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,369,68,134,1,1,3,1,3,0,2
1950,1,51141.0,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,486,82,157,0,0,1,0,1,0,0
1951,0,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,444,46,561,1,1,3,1,0,0,2
1952,0,80872.0,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,1,71,1336,0,0,1,0,2,0,1
1953,1,72335.0,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,845,46,2092,1,0,2,0,2,0,1
1954,1,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,378,58,463,0,0,1,0,1,0,0
1955,1,76842.0,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,276,72,1130,0,0,1,0,2,0,1
1956,0,29478.0,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,323,46,20,1,1,3,1,1,0,0
1957,0,46998.0,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,775,66,377,0,1,2,1,0,1,2
1958,0,96843.0,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,592,32,1544,0,0,1,0,2,1,1
1959,1,56551.0,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,154,72,138,0,2,3,1,3,0,0
1960,1,70053.0,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,639,57,1012,1,1,3,1,0,0,2
1961,1,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,455,60,1766,0,0,1,0,2,3,1
1962,0,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,172,44,45,1,2,4,1,3,0,0
1963,0,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,549,70,161,0,2,3,1,3,0,0
1964,0,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,219,56,144,0,1,2,1,3,0,2
1965,0,74485.0,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,469,75,1734,1,0,2,0,2,0,1
1966,0,64474.0,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,410,50,823,1,1,3,1,0,0,2
1967,0,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,281,59,1138,1,1,3,1,0,0,2
1968,0,72643.0,0,0,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,647,73,1429,0,0,1,0,2,1,1
1969,1,85738.0,0,0,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,317,44,1371,1,0,2,0,2,2,1
1970,0,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,660,56,982,0,1,2,1,0,1,2
1971,0,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,256,39,44,0,1,2,1,1,1,0
1972,0,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,704,51,318,1,2,4,1,3,0,0
1973,0,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,520,47,434,1,1,3,1,0,0,2
1974,2,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,513,51,198,1,2,4,1,3,0,0
1975,0,4428.0,0,1,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,575,53,359,1,1,3,1,0,0,2
1976,2,32632.0,0,0,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,1032,59,576,1,0,2,0,2,0,1
1977,1,38236.0,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,442,54,88,0,2,3,1,3,0,0
1978,0,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,63,43,63,1,1,3,1,1,0,0
1979,1,31385.0,1,0,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,938,38,27,0,1,2,1,1,1,0
1980,0,24570.0,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,647,38,193,1,1,3,1,1,0,0
1981,1,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,809,48,101,0,1,2,1,1,0,0
1982,0,94642.0,0,0,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,4,71,2211,1,0,2,0,2,2,1
1983,1,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,426,60,140,1,1,3,1,3,0,2
1984,0,53201.0,1,1,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,369,47,415,0,2,3,1,3,0,0
1985,0,21994.0,0,1,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,712,65,22,1,1,3,1,3,0,2
1986,0,57113.0,1,1,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,552,44,263,1,2,4,1,3,0,0
1987,0,51373.0,0,0,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,532,31,393,1,0,2,0,1,0,0
1988,0,23477.0,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,411,36,147,1,1,3,1,1,0,0
1989,0,58116.0,0,1,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,237,66,443,1,1,3,1,0,0,2
1990,1,72968.0,0,0,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,355,59,1958,0,0,1,0,2,1,1
1991,1,39791.0,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,618,51,174,1,1,3,1,3,0,2
1992,1,91712.0,0,0,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,415,75,2217,0,0,1,0,2,1,1
1993,0,94472.0,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,277,64,1691,0,1,2,1,0,2,2
1994,0,13672.0,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,598,62,25,1,2,4,1,3,0,0
1995,2,96547.0,0,0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,197,42,809,1,0,2,0,2,3,1
1996,0,79205.0,0,0,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,829,47,895,1,0,2,0,2,1,1
1997,1,56559.0,0,1,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,711,47,484,1,1,3,1,0,0,2
1998,1,32644.0,1,0,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,689,49,413,1,1,3,1,0,1,0
1999,2,67506.0,0,1,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,308,42,331,0,1,2,1,0,0,2
2000,0,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,490,52,25,0,1,2,1,1,0,0
2001,1,28420.0,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,347,55,13,0,1,2,1,1,0,0
2002,0,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,910,52,115,1,1,3,1,1,0,0
2003,0,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,56,16,0,0,1,0,1,0,0
2004,1,46423.0,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,444,50,92,0,2,3,1,3,0,0
2005,0,30368.0,0,1,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,513,45,52,1,1,3,1,1,0,2
2006,0,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,740,52,1464,1,1,3,1,0,0,2
2007,0,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,661,58,441,0,1,2,1,0,1,2
2008,1,68805.0,0,1,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,445,63,283,0,1,2,1,0,0,2
2009,1,65814.0,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,306,56,747,1,1,3,1,0,0,2
2010,0,71964.0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,565,64,1870,0,0,1,0,2,0,1
2011,0,39146.0,1,0,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,660,36,165,0,1,2,1,1,0,0
2012,0,96876.0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,546,45,1941,1,0,2,0,2,3,1
2013,2,34445.0,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,678,41,839,1,0,2,0,2,0,2
2014,0,68281.0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,881,64,1655,0,0,1,0,2,0,1
2015,2,37284.0,1,1,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,617,47,23,1,2,4,1,3,0,0
2016,0,36790.0,0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,702,39,66,1,0,2,0,1,0,0
2017,0,27943.0,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,600,55,37,1,2,4,1,3,0,0
2018,0,22263.0,1,1,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,251,71,21,0,2,3,1,3,0,0
2019,0,30261.0,1,2,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,802,50,22,1,3,5,1,3,0,0
2020,0,28587.0,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,4,44,78,1,1,3,1,1,0,0
2021,1,43815.0,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,581,40,79,1,1,3,1,1,0,0
2022,0,48195.0,1,1,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,319,66,265,1,2,4,1,3,0,0
2023,1,77027.0,0,1,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,218,70,1175,1,1,3,1,0,0,2
2024,1,71322.0,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,658,57,1305,1,1,3,1,0,0,2
2025,1,32765.0,1,0,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,286,43,46,1,1,3,1,1,0,0
2026,0,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,368,57,25,1,2,4,1,3,0,0
2027,0,23272.0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,415,69,46,0,0,1,0,1,0,0
2028,1,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,880,73,874,1,1,3,1,0,1,2
2029,2,7500.0,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,1063,37,100,1,1,3,1,1,0,0
2030,1,68117.0,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,429,75,930,0,1,2,1,0,1,2
2031,0,67225.0,0,1,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,375,67,868,1,1,3,1,0,0,2
2032,0,17649.0,1,0,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,360,46,45,1,1,3,1,1,0,0
2033,0,55914.0,0,1,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,586,47,1260,1,1,3,1,0,0,2
2034,0,40059.0,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,434,38,414,1,1,3,1,1,1,0
2035,0,60905.0,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,573,72,392,1,1,3,1,0,0,2
2036,0,75330.0,1,1,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,970,45,1109,1,2,4,1,0,0,0
2037,0,60689.0,0,1,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,699,71,639,0,1,2,1,0,0,2
2038,0,38680.0,1,0,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,618,38,79,1,1,3,1,1,0,0
2039,0,61416.0,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,491,40,1665,1,0,2,0,2,1,1
2040,0,49767.0,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,669,31,692,0,0,1,0,2,0,1
2041,0,83273.0,1,2,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,802,52,1392,0,3,4,1,0,0,0
2042,0,29009.0,1,0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,372,41,44,1,1,3,1,1,0,0
2043,1,45057.0,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,693,43,50,1,1,3,1,1,0,0
2044,0,37150.0,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,757,51,467,1,1,3,1,0,0,0
2045,0,43020.0,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,371,52,223,0,1,2,1,1,0,0
2046,0,53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,91,63,158,1,1,3,1,3,0,2
2047,0,65308.0,0,0,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,392,49,1211,1,0,2,0,2,2,1
2048,0,76467.0,1,0,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,841,52,1575,0,1,2,1,2,0,2
2049,2,81044.0,0,0,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,344,75,1208,1,0,2,0,2,0,1
2050,0,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,459,71,43,1,2,4,1,3,0,0
2051,0,55801.0,1,1,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,440,47,527,0,2,3,1,0,1,0
2052,0,76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,167,63,932,0,1,2,1,0,0,2
2053,1,36927.0,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,303,67,71,0,2,3,1,3,0,0
2054,0,48794.0,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,163,69,54,1,2,4,1,3,0,0
2055,0,23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,627,57,129,0,0,1,0,1,0,0
2056,0,71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,909,49,1615,0,1,2,1,0,0,2
2057,1,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,503,46,1034,0,1,2,1,0,0,2
2058,0,59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,584,72,1088,1,1,3,1,0,0,2
2060,0,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,344,53,137,1,1,3,1,3,0,0
2062,1,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,407,40,1244,1,0,2,0,2,0,1
2063,0,42554.0,1,1,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,370,44,41,1,2,4,1,3,0,0
2064,0,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,728,48,1174,1,1,3,1,0,0,2
2065,0,67046.0,0,1,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,553,71,993,0,1,2,1,0,0,2
